provinsi,tahun,sektor,periode_upah,rata_rata_upah,periode_kemiskinan,gkm_makanan
JAWA TIMUR,2025,D Pengadaan Listrik dan Gas,FEBRUARI,6079508.0,MARET,425719.0
JAWA TIMUR,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,1972273.0,MARET,425719.0
JAWA TIMUR,2025,F Konstruksi,FEBRUARI,2699207.0,MARET,425719.0
JAWA TIMUR,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2199257.0,MARET,425719.0
JAWA TIMUR,2025,H Transportasi dan Pergudangan,FEBRUARI,3326043.0,MARET,425719.0
JAWA TIMUR,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1996022.0,MARET,425719.0
JAWA TIMUR,2025,J Informasi dan Komunikasi,FEBRUARI,3425071.0,MARET,425719.0
JAWA TIMUR,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3757021.0,MARET,425719.0
JAWA TIMUR,2025,L Real Estate,FEBRUARI,2848509.0,MARET,425719.0
JAWA TIMUR,2025,"M,N Jasa Perusahaan",FEBRUARI,3079768.0,MARET,425719.0
JAWA TIMUR,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3913206.0,MARET,425719.0
JAWA TIMUR,2025,P Jasa Pendidikan,FEBRUARI,2041732.0,MARET,425719.0
JAWA TIMUR,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2766986.0,MARET,425719.0
JAWA TIMUR,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1784694.0,MARET,425719.0
JAWA TIMUR,2025,Total,FEBRUARI,2625050.0,MARET,425719.0
BANTEN,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,3278752.0,MARET,499525.0
BANTEN,2025,B Pertambangan dan Penggalian,FEBRUARI,4359192.0,MARET,499525.0
BANTEN,2025,D Pengadaan Listrik dan Gas,FEBRUARI,5643277.0,MARET,499525.0
BANTEN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,2655872.0,MARET,499525.0
BANTEN,2025,F Konstruksi,FEBRUARI,6300243.0,MARET,499525.0
BANTEN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,3444632.0,MARET,499525.0
BANTEN,2025,H Transportasi dan Pergudangan,FEBRUARI,4281033.0,MARET,499525.0
BANTEN,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,3227681.0,MARET,499525.0
BANTEN,2025,J Informasi dan Komunikasi,FEBRUARI,5306656.0,MARET,499525.0
BANTEN,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,5361270.0,MARET,499525.0
BANTEN,2025,L Real Estate,FEBRUARI,2650985.0,MARET,499525.0
BANTEN,2025,"M,N Jasa Perusahaan",FEBRUARI,4636507.0,MARET,499525.0
BANTEN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,4306948.0,MARET,499525.0
BANTEN,2025,P Jasa Pendidikan,FEBRUARI,3661398.0,MARET,499525.0
BANTEN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,4182079.0,MARET,499525.0
BANTEN,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,2524974.0,MARET,499525.0
BANTEN,2025,Total,FEBRUARI,4168622.0,MARET,499525.0
BALI,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1474012.0,MARET,419319.0
BALI,2025,C Industri Pengolahan,FEBRUARI,2321211.0,MARET,419319.0
BALI,2025,D Pengadaan Listrik dan Gas,FEBRUARI,3048017.0,MARET,419319.0
BALI,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,2113955.0,MARET,419319.0
BALI,2025,F Konstruksi,FEBRUARI,2983287.0,MARET,419319.0
BALI,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2796316.0,MARET,419319.0
BALI,2025,H Transportasi dan Pergudangan,FEBRUARI,11582643.0,MARET,419319.0
BALI,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,3585955.0,MARET,419319.0
BALI,2025,J Informasi dan Komunikasi,FEBRUARI,4339494.0,MARET,419319.0
BALI,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3739704.0,MARET,419319.0
BALI,2025,"M,N Jasa Perusahaan",FEBRUARI,4198179.0,MARET,419319.0
BALI,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3869638.0,MARET,419319.0
BALI,2025,P Jasa Pendidikan,FEBRUARI,3532872.0,MARET,419319.0
BALI,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,3552852.0,MARET,419319.0
BALI,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,2748438.0,MARET,419319.0
BALI,2025,Total,FEBRUARI,3617339.0,MARET,419319.0
NUSA TENGGARA BARAT,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1374466.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,B Pertambangan dan Penggalian,FEBRUARI,3952863.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,C Industri Pengolahan,FEBRUARI,1343696.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,D Pengadaan Listrik dan Gas,FEBRUARI,10317694.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,583772.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,F Konstruksi,FEBRUARI,2648174.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,1939904.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,H Transportasi dan Pergudangan,FEBRUARI,2293253.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1814765.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,J Informasi dan Komunikasi,FEBRUARI,1521067.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,2975048.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,"M,N Jasa Perusahaan",FEBRUARI,2667049.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3248754.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,P Jasa Pendidikan,FEBRUARI,2389409.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,1475852.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1249851.0,MARET,422427.0
NUSA TENGGARA BARAT,2025,Total,FEBRUARI,2377411.0,MARET,422427.0
NUSA TENGGARA TIMUR,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1496487.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,C Industri Pengolahan,FEBRUARI,1162805.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,D Pengadaan Listrik dan Gas,FEBRUARI,2567179.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,F Konstruksi,FEBRUARI,3077494.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,1657306.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,H Transportasi dan Pergudangan,FEBRUARI,1482654.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1855384.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,J Informasi dan Komunikasi,FEBRUARI,2064717.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,4677950.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,"M,N Jasa Perusahaan",FEBRUARI,2811710.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3165767.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,P Jasa Pendidikan,FEBRUARI,2507895.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2186768.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1601183.0,MARET,416301.0
NUSA TENGGARA TIMUR,2025,Total,FEBRUARI,2341352.0,MARET,416301.0
KALIMANTAN TENGAH,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,3258777.0,MARET,503626.0
KALIMANTAN TENGAH,2025,B Pertambangan dan Penggalian,FEBRUARI,3738074.0,MARET,503626.0
KALIMANTAN TENGAH,2025,C Industri Pengolahan,FEBRUARI,3597888.0,MARET,503626.0
KALIMANTAN TENGAH,2025,F Konstruksi,FEBRUARI,3405909.0,MARET,503626.0
KALIMANTAN TENGAH,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2599553.0,MARET,503626.0
KALIMANTAN TENGAH,2025,H Transportasi dan Pergudangan,FEBRUARI,3496528.0,MARET,503626.0
KALIMANTAN TENGAH,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1843049.0,MARET,503626.0
KALIMANTAN TENGAH,2025,J Informasi dan Komunikasi,FEBRUARI,3126628.0,MARET,503626.0
KALIMANTAN TENGAH,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3793122.0,MARET,503626.0
KALIMANTAN TENGAH,2025,"M,N Jasa Perusahaan",FEBRUARI,4210631.0,MARET,503626.0
KALIMANTAN TENGAH,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3807420.0,MARET,503626.0
KALIMANTAN TENGAH,2025,P Jasa Pendidikan,FEBRUARI,2674274.0,MARET,503626.0
KALIMANTAN TENGAH,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,3344359.0,MARET,503626.0
KALIMANTAN TENGAH,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1887723.0,MARET,503626.0
KALIMANTAN TENGAH,2025,Total,FEBRUARI,3265545.0,MARET,503626.0
KALIMANTAN SELATAN,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,3035775.0,MARET,467347.0
KALIMANTAN SELATAN,2025,B Pertambangan dan Penggalian,FEBRUARI,5751119.0,MARET,467347.0
KALIMANTAN SELATAN,2025,C Industri Pengolahan,FEBRUARI,2843292.0,MARET,467347.0
KALIMANTAN SELATAN,2025,D Pengadaan Listrik dan Gas,FEBRUARI,3559309.0,MARET,467347.0
KALIMANTAN SELATAN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,3179460.0,MARET,467347.0
KALIMANTAN SELATAN,2025,F Konstruksi,FEBRUARI,2830726.0,MARET,467347.0
KALIMANTAN SELATAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2698785.0,MARET,467347.0
KALIMANTAN SELATAN,2025,H Transportasi dan Pergudangan,FEBRUARI,3218662.0,MARET,467347.0
KALIMANTAN SELATAN,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,2137971.0,MARET,467347.0
KALIMANTAN SELATAN,2025,J Informasi dan Komunikasi,FEBRUARI,3574904.0,MARET,467347.0
KALIMANTAN SELATAN,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,4254088.0,MARET,467347.0
KALIMANTAN SELATAN,2025,L Real Estate,FEBRUARI,4455510.0,MARET,467347.0
KALIMANTAN SELATAN,2025,"M,N Jasa Perusahaan",FEBRUARI,3320489.0,MARET,467347.0
KALIMANTAN SELATAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3604765.0,MARET,467347.0
KALIMANTAN SELATAN,2025,P Jasa Pendidikan,FEBRUARI,2554005.0,MARET,467347.0
KALIMANTAN SELATAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,3752929.0,MARET,467347.0
KALIMANTAN SELATAN,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1744976.0,MARET,467347.0
KALIMANTAN SELATAN,2025,Total,FEBRUARI,3269734.0,MARET,467347.0
KALIMANTAN TIMUR,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,3887382.0,MARET,611584.0
KALIMANTAN TIMUR,2025,B Pertambangan dan Penggalian,FEBRUARI,6489701.0,MARET,611584.0
KALIMANTAN TIMUR,2025,C Industri Pengolahan,FEBRUARI,5028169.0,MARET,611584.0
KALIMANTAN TIMUR,2025,D Pengadaan Listrik dan Gas,FEBRUARI,6162315.0,MARET,611584.0
KALIMANTAN TIMUR,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,4655096.0,MARET,611584.0
KALIMANTAN TIMUR,2025,F Konstruksi,FEBRUARI,4466353.0,MARET,611584.0
KALIMANTAN TIMUR,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,3354539.0,MARET,611584.0
KALIMANTAN TIMUR,2025,H Transportasi dan Pergudangan,FEBRUARI,3624716.0,MARET,611584.0
KALIMANTAN TIMUR,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,2504371.0,MARET,611584.0
KALIMANTAN TIMUR,2025,J Informasi dan Komunikasi,FEBRUARI,4533142.0,MARET,611584.0
KALIMANTAN TIMUR,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,5574507.0,MARET,611584.0
KALIMANTAN TIMUR,2025,L Real Estate,FEBRUARI,7057790.0,MARET,611584.0
KALIMANTAN TIMUR,2025,"M,N Jasa Perusahaan",FEBRUARI,4541537.0,MARET,611584.0
KALIMANTAN TIMUR,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,4694130.0,MARET,611584.0
KALIMANTAN TIMUR,2025,P Jasa Pendidikan,FEBRUARI,3305832.0,MARET,611584.0
KALIMANTAN TIMUR,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,4037153.0,MARET,611584.0
KALIMANTAN TIMUR,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,2221086.0,MARET,611584.0
KALIMANTAN TIMUR,2025,Total,FEBRUARI,4439658.0,MARET,611584.0
KALIMANTAN UTARA,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,4553107.0,MARET,652807.0
KALIMANTAN UTARA,2025,B Pertambangan dan Penggalian,FEBRUARI,5602212.0,MARET,652807.0
KALIMANTAN UTARA,2025,C Industri Pengolahan,FEBRUARI,4188220.0,MARET,652807.0
KALIMANTAN UTARA,2025,D Pengadaan Listrik dan Gas,FEBRUARI,4456038.0,MARET,652807.0
KALIMANTAN UTARA,2025,F Konstruksi,FEBRUARI,4750109.0,MARET,652807.0
KALIMANTAN UTARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,4370238.0,MARET,652807.0
KALIMANTAN UTARA,2025,H Transportasi dan Pergudangan,FEBRUARI,2813051.0,MARET,652807.0
KALIMANTAN UTARA,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1850174.0,MARET,652807.0
KALIMANTAN UTARA,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3609740.0,MARET,652807.0
KALIMANTAN UTARA,2025,"M,N Jasa Perusahaan",FEBRUARI,3318583.0,MARET,652807.0
KALIMANTAN UTARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,4932934.0,MARET,652807.0
KALIMANTAN UTARA,2025,P Jasa Pendidikan,FEBRUARI,3991950.0,MARET,652807.0
KALIMANTAN UTARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,4965989.0,MARET,652807.0
KALIMANTAN UTARA,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1618646.0,MARET,652807.0
KALIMANTAN UTARA,2025,Total,FEBRUARI,4355707.0,MARET,652807.0
SULAWESI UTARA,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,2305697.0,MARET,412809.0
SULAWESI UTARA,2025,B Pertambangan dan Penggalian,FEBRUARI,3821263.0,MARET,412809.0
SULAWESI UTARA,2025,C Industri Pengolahan,FEBRUARI,2970249.0,MARET,412809.0
SULAWESI UTARA,2025,D Pengadaan Listrik dan Gas,FEBRUARI,4203005.0,MARET,412809.0
SULAWESI UTARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,4304239.0,MARET,412809.0
SULAWESI UTARA,2025,F Konstruksi,FEBRUARI,3009753.0,MARET,412809.0
SULAWESI UTARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,3451381.0,MARET,412809.0
SULAWESI UTARA,2025,H Transportasi dan Pergudangan,FEBRUARI,3661433.0,MARET,412809.0
SULAWESI UTARA,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,2493369.0,MARET,412809.0
SULAWESI UTARA,2025,J Informasi dan Komunikasi,FEBRUARI,3312202.0,MARET,412809.0
SULAWESI UTARA,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3419239.0,MARET,412809.0
SULAWESI UTARA,2025,"M,N Jasa Perusahaan",FEBRUARI,3780726.0,MARET,412809.0
SULAWESI UTARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3783958.0,MARET,412809.0
SULAWESI UTARA,2025,P Jasa Pendidikan,FEBRUARI,3803655.0,MARET,412809.0
SULAWESI UTARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,3576106.0,MARET,412809.0
SULAWESI UTARA,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,2216470.0,MARET,412809.0
SULAWESI UTARA,2025,Total,FEBRUARI,3332950.0,MARET,412809.0
SULAWESI TENGAH,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,2143868.0,MARET,468788.0
SULAWESI TENGAH,2025,B Pertambangan dan Penggalian,FEBRUARI,3916004.0,MARET,468788.0
SULAWESI TENGAH,2025,C Industri Pengolahan,FEBRUARI,4005552.0,MARET,468788.0
SULAWESI TENGAH,2025,D Pengadaan Listrik dan Gas,FEBRUARI,2876350.0,MARET,468788.0
SULAWESI TENGAH,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,2609059.0,MARET,468788.0
SULAWESI TENGAH,2025,F Konstruksi,FEBRUARI,3832136.0,MARET,468788.0
SULAWESI TENGAH,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,1920580.0,MARET,468788.0
SULAWESI TENGAH,2025,H Transportasi dan Pergudangan,FEBRUARI,2768140.0,MARET,468788.0
SULAWESI TENGAH,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1376906.0,MARET,468788.0
SULAWESI TENGAH,2025,J Informasi dan Komunikasi,FEBRUARI,3229766.0,MARET,468788.0
SULAWESI TENGAH,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3577652.0,MARET,468788.0
SULAWESI TENGAH,2025,"M,N Jasa Perusahaan",FEBRUARI,2328633.0,MARET,468788.0
SULAWESI TENGAH,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3202370.0,MARET,468788.0
SULAWESI TENGAH,2025,P Jasa Pendidikan,FEBRUARI,4005407.0,MARET,468788.0
SULAWESI TENGAH,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2233493.0,MARET,468788.0
SULAWESI TENGAH,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1355167.0,MARET,468788.0
SULAWESI TENGAH,2025,Total,FEBRUARI,3077492.0,MARET,468788.0
SULAWESI SELATAN,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1919696.0,MARET,357943.0
SULAWESI SELATAN,2025,B Pertambangan dan Penggalian,FEBRUARI,7165308.0,MARET,357943.0
SULAWESI SELATAN,2025,C Industri Pengolahan,FEBRUARI,2269827.0,MARET,357943.0
SULAWESI SELATAN,2025,D Pengadaan Listrik dan Gas,FEBRUARI,4473691.0,MARET,357943.0
SULAWESI SELATAN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,2850204.0,MARET,357943.0
SULAWESI SELATAN,2025,F Konstruksi,FEBRUARI,2587341.0,MARET,357943.0
SULAWESI SELATAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2481920.0,MARET,357943.0
SULAWESI SELATAN,2025,H Transportasi dan Pergudangan,FEBRUARI,4474649.0,MARET,357943.0
SULAWESI SELATAN,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1759235.0,MARET,357943.0
SULAWESI SELATAN,2025,J Informasi dan Komunikasi,FEBRUARI,2717737.0,MARET,357943.0
SULAWESI SELATAN,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,4503724.0,MARET,357943.0
SULAWESI SELATAN,2025,L Real Estate,FEBRUARI,2381316.0,MARET,357943.0
SULAWESI SELATAN,2025,"M,N Jasa Perusahaan",FEBRUARI,3788640.0,MARET,357943.0
SULAWESI SELATAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3590376.0,MARET,357943.0
SULAWESI SELATAN,2025,P Jasa Pendidikan,FEBRUARI,3102583.0,MARET,357943.0
SULAWESI SELATAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2490672.0,MARET,357943.0
SULAWESI SELATAN,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1734427.0,MARET,357943.0
SULAWESI SELATAN,2025,Total,FEBRUARI,2956256.0,MARET,357943.0
SULAWESI TENGGARA,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,2613808.0,MARET,364299.0
SULAWESI TENGGARA,2025,B Pertambangan dan Penggalian,FEBRUARI,4348823.0,MARET,364299.0
SULAWESI TENGGARA,2025,C Industri Pengolahan,FEBRUARI,2624556.0,MARET,364299.0
SULAWESI TENGGARA,2025,D Pengadaan Listrik dan Gas,FEBRUARI,5264766.0,MARET,364299.0
SULAWESI TENGGARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,1699251.0,MARET,364299.0
SULAWESI TENGGARA,2025,F Konstruksi,FEBRUARI,2839291.0,MARET,364299.0
SULAWESI TENGGARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2455587.0,MARET,364299.0
SULAWESI TENGGARA,2025,H Transportasi dan Pergudangan,FEBRUARI,3278745.0,MARET,364299.0
SULAWESI TENGGARA,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,2290513.0,MARET,364299.0
SULAWESI TENGGARA,2025,J Informasi dan Komunikasi,FEBRUARI,4198579.0,MARET,364299.0
SULAWESI TENGGARA,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3644573.0,MARET,364299.0
SULAWESI TENGGARA,2025,"M,N Jasa Perusahaan",FEBRUARI,2775098.0,MARET,364299.0
SULAWESI TENGGARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3085879.0,MARET,364299.0
SULAWESI TENGGARA,2025,P Jasa Pendidikan,FEBRUARI,3198090.0,MARET,364299.0
SULAWESI TENGGARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2257471.0,MARET,364299.0
SULAWESI TENGGARA,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1232422.0,MARET,364299.0
SULAWESI TENGGARA,2025,Total,FEBRUARI,2928215.0,MARET,364299.0
GORONTALO,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1815333.0,MARET,384890.0
GORONTALO,2025,B Pertambangan dan Penggalian,FEBRUARI,5029766.0,MARET,384890.0
GORONTALO,2025,C Industri Pengolahan,FEBRUARI,2128599.0,MARET,384890.0
GORONTALO,2025,D Pengadaan Listrik dan Gas,FEBRUARI,4062676.0,MARET,384890.0
GORONTALO,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,2057715.0,MARET,384890.0
GORONTALO,2025,F Konstruksi,FEBRUARI,2417467.0,MARET,384890.0
GORONTALO,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,2520013.0,MARET,384890.0
GORONTALO,2025,H Transportasi dan Pergudangan,FEBRUARI,2917403.0,MARET,384890.0
GORONTALO,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1394467.0,MARET,384890.0
GORONTALO,2025,J Informasi dan Komunikasi,FEBRUARI,1082952.0,MARET,384890.0
GORONTALO,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,3247578.0,MARET,384890.0
GORONTALO,2025,"M,N Jasa Perusahaan",FEBRUARI,2139145.0,MARET,384890.0
GORONTALO,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,2987481.0,MARET,384890.0
GORONTALO,2025,P Jasa Pendidikan,FEBRUARI,3209570.0,MARET,384890.0
GORONTALO,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,1692012.0,MARET,384890.0
GORONTALO,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,853246.0,MARET,384890.0
GORONTALO,2025,Total,FEBRUARI,2506904.0,MARET,384890.0
SULAWESI BARAT,2025,"A Pertanian, Kehutanan dan Perikanan",FEBRUARI,1357972.0,MARET,371048.0
SULAWESI BARAT,2025,C Industri Pengolahan,FEBRUARI,2049724.0,MARET,371048.0
SULAWESI BARAT,2025,D Pengadaan Listrik dan Gas,FEBRUARI,2511194.0,MARET,371048.0
SULAWESI BARAT,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",FEBRUARI,1357844.0,MARET,371048.0
SULAWESI BARAT,2025,F Konstruksi,FEBRUARI,2434752.0,MARET,371048.0
SULAWESI BARAT,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",FEBRUARI,1619945.0,MARET,371048.0
SULAWESI BARAT,2025,H Transportasi dan Pergudangan,FEBRUARI,4165139.0,MARET,371048.0
SULAWESI BARAT,2025,I Penyediaan Akomodasi dan Makan Minum,FEBRUARI,1158737.0,MARET,371048.0
SULAWESI BARAT,2025,J Informasi dan Komunikasi,FEBRUARI,3863549.0,MARET,371048.0
SULAWESI BARAT,2025,K Jasa Keuangan dan Asuransi,FEBRUARI,2888602.0,MARET,371048.0
SULAWESI BARAT,2025,"M,N Jasa Perusahaan",FEBRUARI,2660126.0,MARET,371048.0
SULAWESI BARAT,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",FEBRUARI,3450372.0,MARET,371048.0
SULAWESI BARAT,2025,P Jasa Pendidikan,FEBRUARI,2661188.0,MARET,371048.0
SULAWESI BARAT,2025,Q Jasa Kesehatan dan Kegiatan Sosial,FEBRUARI,2577650.0,MARET,371048.0
SULAWESI BARAT,2025,"R,S,T,U Jasa Lainnya",FEBRUARI,1974074.0,MARET,371048.0
