provinsi,tahun,sektor,periode_upah,rata_rata_upah,periode_kemiskinan,gkm_makanan,rasio_daya_beli,gap_kesejahteraan,status_kerentanan
KALIMANTAN SELATAN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3145805.0,SEPTEMBER,491795.0,6.4,2654010.0,AMAN
KALIMANTAN SELATAN,2025,F Konstruksi,AGUSTUS,2849386.0,SEPTEMBER,491795.0,5.79,2357591.0,AMAN
KALIMANTAN SELATAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2622960.0,SEPTEMBER,491795.0,5.33,2131165.0,AMAN
KALIMANTAN SELATAN,2025,H Transportasi dan Pergudangan,AGUSTUS,3486402.0,SEPTEMBER,491795.0,7.09,2994607.0,AMAN
KALIMANTAN SELATAN,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2013760.0,SEPTEMBER,491795.0,4.09,1521965.0,RENTAN
KALIMANTAN SELATAN,2025,J Informasi dan Komunikasi,AGUSTUS,2621703.0,SEPTEMBER,491795.0,5.33,2129908.0,AMAN
KALIMANTAN SELATAN,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4342735.0,SEPTEMBER,491795.0,8.83,3850940.0,AMAN
KALIMANTAN SELATAN,2025,L Real Estate,AGUSTUS,4003719.0,SEPTEMBER,491795.0,8.14,3511924.0,AMAN
KALIMANTAN SELATAN,2025,"M,N Jasa Perusahaan",AGUSTUS,3324262.0,SEPTEMBER,491795.0,6.76,2832467.0,AMAN
KALIMANTAN SELATAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4023449.0,SEPTEMBER,491795.0,8.18,3531654.0,AMAN
KALIMANTAN SELATAN,2025,P Jasa Pendidikan,AGUSTUS,2965062.0,SEPTEMBER,491795.0,6.03,2473267.0,AMAN
KALIMANTAN SELATAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3165500.0,SEPTEMBER,491795.0,6.44,2673705.0,AMAN
KALIMANTAN SELATAN,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1514354.0,SEPTEMBER,491795.0,3.08,1022559.0,RENTAN
KALIMANTAN SELATAN,2025,Total,AGUSTUS,3164480.0,SEPTEMBER,491795.0,6.43,2672685.0,AMAN
KALIMANTAN TIMUR,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,4437670.0,SEPTEMBER,629611.0,7.05,3808059.0,AMAN
KALIMANTAN TIMUR,2025,B Pertambangan dan Penggalian,AGUSTUS,6632753.0,SEPTEMBER,629611.0,10.53,6003142.0,AMAN
KALIMANTAN TIMUR,2025,C Industri Pengolahan,AGUSTUS,4978610.0,SEPTEMBER,629611.0,7.91,4348999.0,AMAN
KALIMANTAN TIMUR,2025,D Pengadaan Listrik dan Gas,AGUSTUS,5393154.0,SEPTEMBER,629611.0,8.57,4763543.0,AMAN
KALIMANTAN TIMUR,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,5007179.0,SEPTEMBER,629611.0,7.95,4377568.0,AMAN
KALIMANTAN TIMUR,2025,F Konstruksi,AGUSTUS,4361213.0,SEPTEMBER,629611.0,6.93,3731602.0,AMAN
KALIMANTAN TIMUR,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,3297589.0,SEPTEMBER,629611.0,5.24,2667978.0,AMAN
KALIMANTAN TIMUR,2025,H Transportasi dan Pergudangan,AGUSTUS,4801768.0,SEPTEMBER,629611.0,7.63,4172157.0,AMAN
KALIMANTAN TIMUR,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2315557.0,SEPTEMBER,629611.0,3.68,1685946.0,RENTAN
KALIMANTAN TIMUR,2025,J Informasi dan Komunikasi,AGUSTUS,4667589.0,SEPTEMBER,629611.0,7.41,4037978.0,AMAN
KALIMANTAN TIMUR,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4876634.0,SEPTEMBER,629611.0,7.75,4247023.0,AMAN
KALIMANTAN TIMUR,2025,L Real Estate,AGUSTUS,3407516.0,SEPTEMBER,629611.0,5.41,2777905.0,AMAN
KALIMANTAN TIMUR,2025,"M,N Jasa Perusahaan",AGUSTUS,4561042.0,SEPTEMBER,629611.0,7.24,3931431.0,AMAN
KALIMANTAN TIMUR,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4577903.0,SEPTEMBER,629611.0,7.27,3948292.0,AMAN
KALIMANTAN TIMUR,2025,P Jasa Pendidikan,AGUSTUS,3925394.0,SEPTEMBER,629611.0,6.23,3295783.0,AMAN
KALIMANTAN TIMUR,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,4361425.0,SEPTEMBER,629611.0,6.93,3731814.0,AMAN
KALIMANTAN TIMUR,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2166722.0,SEPTEMBER,629611.0,3.44,1537111.0,RENTAN
KALIMANTAN TIMUR,2025,Total,AGUSTUS,4475944.0,SEPTEMBER,629611.0,7.11,3846333.0,AMAN
KALIMANTAN UTARA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2987674.0,SEPTEMBER,689268.0,4.33,2298406.0,RENTAN
KALIMANTAN UTARA,2025,B Pertambangan dan Penggalian,AGUSTUS,5748893.0,SEPTEMBER,689268.0,8.34,5059625.0,AMAN
KALIMANTAN UTARA,2025,C Industri Pengolahan,AGUSTUS,3925506.0,SEPTEMBER,689268.0,5.7,3236238.0,AMAN
KALIMANTAN UTARA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,4061738.0,SEPTEMBER,689268.0,5.89,3372470.0,AMAN
KALIMANTAN UTARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,4595745.0,SEPTEMBER,689268.0,6.67,3906477.0,AMAN
KALIMANTAN UTARA,2025,F Konstruksi,AGUSTUS,2973695.0,SEPTEMBER,689268.0,4.31,2284427.0,RENTAN
KALIMANTAN UTARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2389231.0,SEPTEMBER,689268.0,3.47,1699963.0,RENTAN
KALIMANTAN UTARA,2025,H Transportasi dan Pergudangan,AGUSTUS,2856504.0,SEPTEMBER,689268.0,4.14,2167236.0,RENTAN
KALIMANTAN UTARA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2010970.0,SEPTEMBER,689268.0,2.92,1321702.0,KRITIS
KALIMANTAN UTARA,2025,J Informasi dan Komunikasi,AGUSTUS,3897355.0,SEPTEMBER,689268.0,5.65,3208087.0,AMAN
KALIMANTAN UTARA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,5132038.0,SEPTEMBER,689268.0,7.45,4442770.0,AMAN
KALIMANTAN UTARA,2025,L Real Estate,AGUSTUS,4736908.0,SEPTEMBER,689268.0,6.87,4047640.0,AMAN
KALIMANTAN UTARA,2025,"M,N Jasa Perusahaan",AGUSTUS,3685325.0,SEPTEMBER,689268.0,5.35,2996057.0,AMAN
KALIMANTAN UTARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4647506.0,SEPTEMBER,689268.0,6.74,3958238.0,AMAN
KALIMANTAN UTARA,2025,P Jasa Pendidikan,AGUSTUS,3733868.0,SEPTEMBER,689268.0,5.42,3044600.0,AMAN
KALIMANTAN UTARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3863921.0,SEPTEMBER,689268.0,5.61,3174653.0,AMAN
KALIMANTAN UTARA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1937383.0,SEPTEMBER,689268.0,2.81,1248115.0,KRITIS
KALIMANTAN UTARA,2025,Total,AGUSTUS,3675921.0,SEPTEMBER,689268.0,5.33,2986653.0,AMAN
SULAWESI UTARA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2707401.0,SEPTEMBER,434089.0,6.24,2273312.0,AMAN
SULAWESI UTARA,2025,B Pertambangan dan Penggalian,AGUSTUS,4307039.0,SEPTEMBER,434089.0,9.92,3872950.0,AMAN
SULAWESI UTARA,2025,C Industri Pengolahan,AGUSTUS,3044227.0,SEPTEMBER,434089.0,7.01,2610138.0,AMAN
SULAWESI UTARA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,4634203.0,SEPTEMBER,434089.0,10.68,4200114.0,AMAN
SULAWESI UTARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,2964738.0,SEPTEMBER,434089.0,6.83,2530649.0,AMAN
SULAWESI UTARA,2025,F Konstruksi,AGUSTUS,3163919.0,SEPTEMBER,434089.0,7.29,2729830.0,AMAN
SULAWESI UTARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,3016364.0,SEPTEMBER,434089.0,6.95,2582275.0,AMAN
SULAWESI UTARA,2025,H Transportasi dan Pergudangan,AGUSTUS,3795138.0,SEPTEMBER,434089.0,8.74,3361049.0,AMAN
SULAWESI UTARA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2853485.0,SEPTEMBER,434089.0,6.57,2419396.0,AMAN
SULAWESI UTARA,2025,J Informasi dan Komunikasi,AGUSTUS,3104898.0,SEPTEMBER,434089.0,7.15,2670809.0,AMAN
SULAWESI UTARA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4263007.0,SEPTEMBER,434089.0,9.82,3828918.0,AMAN
SULAWESI UTARA,2025,L Real Estate,AGUSTUS,3430523.0,SEPTEMBER,434089.0,7.9,2996434.0,AMAN
SULAWESI UTARA,2025,"M,N Jasa Perusahaan",AGUSTUS,3437984.0,SEPTEMBER,434089.0,7.92,3003895.0,AMAN
SULAWESI UTARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4048785.0,SEPTEMBER,434089.0,9.33,3614696.0,AMAN
SULAWESI UTARA,2025,P Jasa Pendidikan,AGUSTUS,3588404.0,SEPTEMBER,434089.0,8.27,3154315.0,AMAN
SULAWESI UTARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3511740.0,SEPTEMBER,434089.0,8.09,3077651.0,AMAN
SULAWESI UTARA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2300971.0,SEPTEMBER,434089.0,5.3,1866882.0,AMAN
SULAWESI UTARA,2025,Total,AGUSTUS,3420935.0,SEPTEMBER,434089.0,7.88,2986846.0,AMAN
SULAWESI TENGAH,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2326855.0,SEPTEMBER,498444.0,4.67,1828411.0,RENTAN
SULAWESI TENGAH,2025,B Pertambangan dan Penggalian,AGUSTUS,4208498.0,SEPTEMBER,498444.0,8.44,3710054.0,AMAN
SULAWESI TENGAH,2025,C Industri Pengolahan,AGUSTUS,3895723.0,SEPTEMBER,498444.0,7.82,3397279.0,AMAN
SULAWESI TENGAH,2025,D Pengadaan Listrik dan Gas,AGUSTUS,4293283.0,SEPTEMBER,498444.0,8.61,3794839.0,AMAN
SULAWESI TENGAH,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,2501121.0,SEPTEMBER,498444.0,5.02,2002677.0,AMAN
SULAWESI TENGAH,2025,F Konstruksi,AGUSTUS,2626235.0,SEPTEMBER,498444.0,5.27,2127791.0,AMAN
SULAWESI TENGAH,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2128497.0,SEPTEMBER,498444.0,4.27,1630053.0,RENTAN
SULAWESI TENGAH,2025,H Transportasi dan Pergudangan,AGUSTUS,2590279.0,SEPTEMBER,498444.0,5.2,2091835.0,AMAN
SULAWESI TENGAH,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1671777.0,SEPTEMBER,498444.0,3.35,1173333.0,RENTAN
SULAWESI TENGAH,2025,J Informasi dan Komunikasi,AGUSTUS,3120980.0,SEPTEMBER,498444.0,6.26,2622536.0,AMAN
SULAWESI TENGAH,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,3914978.0,SEPTEMBER,498444.0,7.85,3416534.0,AMAN
SULAWESI TENGAH,2025,L Real Estate,AGUSTUS,5571336.0,SEPTEMBER,498444.0,11.18,5072892.0,AMAN
SULAWESI TENGAH,2025,"M,N Jasa Perusahaan",AGUSTUS,2617226.0,SEPTEMBER,498444.0,5.25,2118782.0,AMAN
SULAWESI TENGAH,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,3723830.0,SEPTEMBER,498444.0,7.47,3225386.0,AMAN
SULAWESI TENGAH,2025,P Jasa Pendidikan,AGUSTUS,3288897.0,SEPTEMBER,498444.0,6.6,2790453.0,AMAN
SULAWESI TENGAH,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2776378.0,SEPTEMBER,498444.0,5.57,2277934.0,AMAN
SULAWESI TENGAH,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1787149.0,SEPTEMBER,498444.0,3.59,1288705.0,RENTAN
SULAWESI TENGAH,2025,Total,AGUSTUS,3056120.0,SEPTEMBER,498444.0,6.13,2557676.0,AMAN
SULAWESI SELATAN,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2287084.0,SEPTEMBER,387454.0,5.9,1899630.0,AMAN
SULAWESI SELATAN,2025,B Pertambangan dan Penggalian,AGUSTUS,5556142.0,SEPTEMBER,387454.0,14.34,5168688.0,AMAN
SULAWESI SELATAN,2025,C Industri Pengolahan,AGUSTUS,2486183.0,SEPTEMBER,387454.0,6.42,2098729.0,AMAN
SULAWESI SELATAN,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3959718.0,SEPTEMBER,387454.0,10.22,3572264.0,AMAN
SULAWESI SELATAN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,2602877.0,SEPTEMBER,387454.0,6.72,2215423.0,AMAN
SULAWESI SELATAN,2025,F Konstruksi,AGUSTUS,2578844.0,SEPTEMBER,387454.0,6.66,2191390.0,AMAN
SULAWESI SELATAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2563279.0,SEPTEMBER,387454.0,6.62,2175825.0,AMAN
SULAWESI SELATAN,2025,H Transportasi dan Pergudangan,AGUSTUS,5247392.0,SEPTEMBER,387454.0,13.54,4859938.0,AMAN
SULAWESI SELATAN,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2107830.0,SEPTEMBER,387454.0,5.44,1720376.0,AMAN
SULAWESI SELATAN,2025,J Informasi dan Komunikasi,AGUSTUS,3561262.0,SEPTEMBER,387454.0,9.19,3173808.0,AMAN
SULAWESI SELATAN,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4012827.0,SEPTEMBER,387454.0,10.36,3625373.0,AMAN
SULAWESI SELATAN,2025,L Real Estate,AGUSTUS,2967035.0,SEPTEMBER,387454.0,7.66,2579581.0,AMAN
SULAWESI SELATAN,2025,"M,N Jasa Perusahaan",AGUSTUS,3728371.0,SEPTEMBER,387454.0,9.62,3340917.0,AMAN
SULAWESI SELATAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,3492729.0,SEPTEMBER,387454.0,9.01,3105275.0,AMAN
SULAWESI SELATAN,2025,P Jasa Pendidikan,AGUSTUS,3450859.0,SEPTEMBER,387454.0,8.91,3063405.0,AMAN
SULAWESI SELATAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2700032.0,SEPTEMBER,387454.0,6.97,2312578.0,AMAN
SULAWESI SELATAN,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1978724.0,SEPTEMBER,387454.0,5.11,1591270.0,AMAN
SULAWESI SELATAN,2025,Total,AGUSTUS,3060385.0,SEPTEMBER,387454.0,7.9,2672931.0,AMAN
SULAWESI TENGGARA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2811095.0,SEPTEMBER,386850.0,7.27,2424245.0,AMAN
SULAWESI TENGGARA,2025,B Pertambangan dan Penggalian,AGUSTUS,4332715.0,SEPTEMBER,386850.0,11.2,3945865.0,AMAN
SULAWESI TENGGARA,2025,C Industri Pengolahan,AGUSTUS,2747068.0,SEPTEMBER,386850.0,7.1,2360218.0,AMAN
SULAWESI TENGGARA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3196831.0,SEPTEMBER,386850.0,8.26,2809981.0,AMAN
SULAWESI TENGGARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,2307698.0,SEPTEMBER,386850.0,5.97,1920848.0,AMAN
SULAWESI TENGGARA,2025,F Konstruksi,AGUSTUS,2686920.0,SEPTEMBER,386850.0,6.95,2300070.0,AMAN
SULAWESI TENGGARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2461788.0,SEPTEMBER,386850.0,6.36,2074938.0,AMAN
SULAWESI TENGGARA,2025,H Transportasi dan Pergudangan,AGUSTUS,2959507.0,SEPTEMBER,386850.0,7.65,2572657.0,AMAN
SULAWESI TENGGARA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1617470.0,SEPTEMBER,386850.0,4.18,1230620.0,RENTAN
SULAWESI TENGGARA,2025,J Informasi dan Komunikasi,AGUSTUS,3879799.0,SEPTEMBER,386850.0,10.03,3492949.0,AMAN
SULAWESI TENGGARA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,3625112.0,SEPTEMBER,386850.0,9.37,3238262.0,AMAN
SULAWESI TENGGARA,2025,L Real Estate,AGUSTUS,3820685.0,SEPTEMBER,386850.0,9.88,3433835.0,AMAN
SULAWESI TENGGARA,2025,"M,N Jasa Perusahaan",AGUSTUS,3750637.0,SEPTEMBER,386850.0,9.7,3363787.0,AMAN
SULAWESI TENGGARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,3643522.0,SEPTEMBER,386850.0,9.42,3256672.0,AMAN
SULAWESI TENGGARA,2025,P Jasa Pendidikan,AGUSTUS,3583743.0,SEPTEMBER,386850.0,9.26,3196893.0,AMAN
SULAWESI TENGGARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2796918.0,SEPTEMBER,386850.0,7.23,2410068.0,AMAN
SULAWESI TENGGARA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1641348.0,SEPTEMBER,386850.0,4.24,1254498.0,RENTAN
SULAWESI TENGGARA,2025,Total,AGUSTUS,3189724.0,SEPTEMBER,386850.0,8.25,2802874.0,AMAN
GORONTALO,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2895969.0,SEPTEMBER,404784.0,7.15,2491185.0,AMAN
GORONTALO,2025,B Pertambangan dan Penggalian,AGUSTUS,3359149.0,SEPTEMBER,404784.0,8.3,2954365.0,AMAN
GORONTALO,2025,C Industri Pengolahan,AGUSTUS,1881745.0,SEPTEMBER,404784.0,4.65,1476961.0,RENTAN
GORONTALO,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3454474.0,SEPTEMBER,404784.0,8.53,3049690.0,AMAN
GORONTALO,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3921714.0,SEPTEMBER,404784.0,9.69,3516930.0,AMAN
GORONTALO,2025,F Konstruksi,AGUSTUS,2527691.0,SEPTEMBER,404784.0,6.24,2122907.0,AMAN
GORONTALO,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2301326.0,SEPTEMBER,404784.0,5.69,1896542.0,AMAN
GORONTALO,2025,H Transportasi dan Pergudangan,AGUSTUS,2753552.0,SEPTEMBER,404784.0,6.8,2348768.0,AMAN
GORONTALO,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1325626.0,SEPTEMBER,404784.0,3.27,920842.0,RENTAN
GORONTALO,2025,J Informasi dan Komunikasi,AGUSTUS,1812607.0,SEPTEMBER,404784.0,4.48,1407823.0,RENTAN
GORONTALO,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,3936344.0,SEPTEMBER,404784.0,9.72,3531560.0,AMAN
GORONTALO,2025,"M,N Jasa Perusahaan",AGUSTUS,3506570.0,SEPTEMBER,404784.0,8.66,3101786.0,AMAN
GORONTALO,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,3720085.0,SEPTEMBER,404784.0,9.19,3315301.0,AMAN
GORONTALO,2025,P Jasa Pendidikan,AGUSTUS,3561803.0,SEPTEMBER,404784.0,8.8,3157019.0,AMAN
GORONTALO,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2503584.0,SEPTEMBER,404784.0,6.18,2098800.0,AMAN
GORONTALO,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,980664.0,SEPTEMBER,404784.0,2.42,575880.0,KRITIS
GORONTALO,2025,Total,AGUSTUS,2911813.0,SEPTEMBER,404784.0,7.19,2507029.0,AMAN
SULAWESI BARAT,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2499572.0,SEPTEMBER,399892.0,6.25,2099680.0,AMAN
SULAWESI BARAT,2025,B Pertambangan dan Penggalian,AGUSTUS,5535282.0,SEPTEMBER,399892.0,13.84,5135390.0,AMAN
SULAWESI BARAT,2025,C Industri Pengolahan,AGUSTUS,2144498.0,SEPTEMBER,399892.0,5.36,1744606.0,AMAN
SULAWESI BARAT,2025,D Pengadaan Listrik dan Gas,AGUSTUS,2652062.0,SEPTEMBER,399892.0,6.63,2252170.0,AMAN
SULAWESI BARAT,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,2419701.0,SEPTEMBER,399892.0,6.05,2019809.0,AMAN
SULAWESI BARAT,2025,F Konstruksi,AGUSTUS,2090050.0,SEPTEMBER,399892.0,5.23,1690158.0,AMAN
SULAWESI BARAT,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,1926877.0,SEPTEMBER,399892.0,4.82,1526985.0,RENTAN
SULAWESI BARAT,2025,H Transportasi dan Pergudangan,AGUSTUS,2785735.0,SEPTEMBER,399892.0,6.97,2385843.0,AMAN
SULAWESI BARAT,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1365799.0,SEPTEMBER,399892.0,3.42,965907.0,RENTAN
SULAWESI BARAT,2025,J Informasi dan Komunikasi,AGUSTUS,3279581.0,SEPTEMBER,399892.0,8.2,2879689.0,AMAN
SULAWESI BARAT,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,3750764.0,SEPTEMBER,399892.0,9.38,3350872.0,AMAN
SULAWESI BARAT,2025,"M,N Jasa Perusahaan",AGUSTUS,2796597.0,SEPTEMBER,399892.0,6.99,2396705.0,AMAN
SULAWESI BARAT,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,3479514.0,SEPTEMBER,399892.0,8.7,3079622.0,AMAN
SULAWESI BARAT,2025,P Jasa Pendidikan,AGUSTUS,2829577.0,SEPTEMBER,399892.0,7.08,2429685.0,AMAN
SULAWESI BARAT,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2917174.0,SEPTEMBER,399892.0,7.29,2517282.0,AMAN
SULAWESI BARAT,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1460849.0,SEPTEMBER,399892.0,3.65,1060957.0,RENTAN
SULAWESI BARAT,2025,Total,AGUSTUS,2698528.0,SEPTEMBER,399892.0,6.75,2298636.0,AMAN
MALUKU,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2287230.0,SEPTEMBER,584225.0,3.91,1703005.0,RENTAN
MALUKU,2025,B Pertambangan dan Penggalian,AGUSTUS,3402744.0,SEPTEMBER,584225.0,5.82,2818519.0,AMAN
MALUKU,2025,C Industri Pengolahan,AGUSTUS,2249330.0,SEPTEMBER,584225.0,3.85,1665105.0,RENTAN
MALUKU,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3210500.0,SEPTEMBER,584225.0,5.5,2626275.0,AMAN
MALUKU,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3540341.0,SEPTEMBER,584225.0,6.06,2956116.0,AMAN
MALUKU,2025,F Konstruksi,AGUSTUS,2838614.0,SEPTEMBER,584225.0,4.86,2254389.0,RENTAN
MALUKU,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2453694.0,SEPTEMBER,584225.0,4.2,1869469.0,RENTAN
MALUKU,2025,H Transportasi dan Pergudangan,AGUSTUS,2468156.0,SEPTEMBER,584225.0,4.22,1883931.0,RENTAN
MALUKU,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1975443.0,SEPTEMBER,584225.0,3.38,1391218.0,RENTAN
MALUKU,2025,J Informasi dan Komunikasi,AGUSTUS,3480111.0,SEPTEMBER,584225.0,5.96,2895886.0,AMAN
MALUKU,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,3741986.0,SEPTEMBER,584225.0,6.41,3157761.0,AMAN
MALUKU,2025,"M,N Jasa Perusahaan",AGUSTUS,2346854.0,SEPTEMBER,584225.0,4.02,1762629.0,RENTAN
MALUKU,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4068192.0,SEPTEMBER,584225.0,6.96,3483967.0,AMAN
MALUKU,2025,P Jasa Pendidikan,AGUSTUS,3075047.0,SEPTEMBER,584225.0,5.26,2490822.0,AMAN
MALUKU,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,2638356.0,SEPTEMBER,584225.0,4.52,2054131.0,RENTAN
MALUKU,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,1810828.0,SEPTEMBER,584225.0,3.1,1226603.0,RENTAN
MALUKU,2025,Total,AGUSTUS,3100805.0,SEPTEMBER,584225.0,5.31,2516580.0,AMAN
MALUKU UTARA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2469241.0,SEPTEMBER,524814.0,4.7,1944427.0,RENTAN
MALUKU UTARA,2025,B Pertambangan dan Penggalian,AGUSTUS,6083756.0,SEPTEMBER,524814.0,11.59,5558942.0,AMAN
MALUKU UTARA,2025,C Industri Pengolahan,AGUSTUS,3678762.0,SEPTEMBER,524814.0,7.01,3153948.0,AMAN
MALUKU UTARA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3767542.0,SEPTEMBER,524814.0,7.18,3242728.0,AMAN
MALUKU UTARA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3625311.0,SEPTEMBER,524814.0,6.91,3100497.0,AMAN
MALUKU UTARA,2025,F Konstruksi,AGUSTUS,4209528.0,SEPTEMBER,524814.0,8.02,3684714.0,AMAN
MALUKU UTARA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2382428.0,SEPTEMBER,524814.0,4.54,1857614.0,RENTAN
MALUKU UTARA,2025,H Transportasi dan Pergudangan,AGUSTUS,3096858.0,SEPTEMBER,524814.0,5.9,2572044.0,AMAN
MALUKU UTARA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,1966681.0,SEPTEMBER,524814.0,3.75,1441867.0,RENTAN
