provinsi,tahun,sektor,periode_upah,rata_rata_upah,periode_kemiskinan,gkm_makanan,rasio_daya_beli,gap_kesejahteraan,status_kerentanan
MALUKU UTARA,2025,J Informasi dan Komunikasi,AGUSTUS,3534833.0,SEPTEMBER,524814.0,6.74,3010019.0,AMAN
MALUKU UTARA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4430168.0,SEPTEMBER,524814.0,8.44,3905354.0,AMAN
MALUKU UTARA,2025,"M,N Jasa Perusahaan",AGUSTUS,3238795.0,SEPTEMBER,524814.0,6.17,2713981.0,AMAN
MALUKU UTARA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4076545.0,SEPTEMBER,524814.0,7.77,3551731.0,AMAN
MALUKU UTARA,2025,P Jasa Pendidikan,AGUSTUS,3238464.0,SEPTEMBER,524814.0,6.17,2713650.0,AMAN
MALUKU UTARA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3208463.0,SEPTEMBER,524814.0,6.11,2683649.0,AMAN
MALUKU UTARA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2226967.0,SEPTEMBER,524814.0,4.24,1702153.0,RENTAN
MALUKU UTARA,2025,Total,AGUSTUS,3620219.0,SEPTEMBER,524814.0,6.9,3095405.0,AMAN
PAPUA BARAT,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,3085260.0,SEPTEMBER,644673.0,4.79,2440587.0,RENTAN
PAPUA BARAT,2025,B Pertambangan dan Penggalian,AGUSTUS,5176964.0,SEPTEMBER,644673.0,8.03,4532291.0,AMAN
PAPUA BARAT,2025,C Industri Pengolahan,AGUSTUS,2852189.0,SEPTEMBER,644673.0,4.42,2207516.0,RENTAN
PAPUA BARAT,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3928482.0,SEPTEMBER,644673.0,6.09,3283809.0,AMAN
PAPUA BARAT,2025,F Konstruksi,AGUSTUS,3537234.0,SEPTEMBER,644673.0,5.49,2892561.0,AMAN
PAPUA BARAT,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2702393.0,SEPTEMBER,644673.0,4.19,2057720.0,RENTAN
PAPUA BARAT,2025,H Transportasi dan Pergudangan,AGUSTUS,2795701.0,SEPTEMBER,644673.0,4.34,2151028.0,RENTAN
PAPUA BARAT,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2915459.0,SEPTEMBER,644673.0,4.52,2270786.0,RENTAN
PAPUA BARAT,2025,J Informasi dan Komunikasi,AGUSTUS,3649834.0,SEPTEMBER,644673.0,5.66,3005161.0,AMAN
PAPUA BARAT,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4275717.0,SEPTEMBER,644673.0,6.63,3631044.0,AMAN
PAPUA BARAT,2025,"M,N Jasa Perusahaan",AGUSTUS,2954060.0,SEPTEMBER,644673.0,4.58,2309387.0,RENTAN
PAPUA BARAT,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4299481.0,SEPTEMBER,644673.0,6.67,3654808.0,AMAN
PAPUA BARAT,2025,P Jasa Pendidikan,AGUSTUS,3535228.0,SEPTEMBER,644673.0,5.48,2890555.0,AMAN
PAPUA BARAT,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,4193201.0,SEPTEMBER,644673.0,6.5,3548528.0,AMAN
PAPUA BARAT,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2429632.0,SEPTEMBER,644673.0,3.77,1784959.0,RENTAN
PAPUA BARAT,2025,Total,AGUSTUS,3765973.0,SEPTEMBER,644673.0,5.84,3121300.0,AMAN
PAPUA BARAT DAYA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,3438178.0,SEPTEMBER,629595.0,5.46,2808583.0,AMAN
PAPUA BARAT DAYA,2025,B Pertambangan dan Penggalian,AGUSTUS,4768339.0,SEPTEMBER,629595.0,7.57,4138744.0,AMAN
PAPUA BARAT DAYA,2025,C Industri Pengolahan,AGUSTUS,3547451.0,SEPTEMBER,629595.0,5.63,2917856.0,AMAN
PAPUA BARAT DAYA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,4066262.0,SEPTEMBER,629595.0,6.46,3436667.0,AMAN
PAPUA BARAT DAYA,2025,F Konstruksi,AGUSTUS,4605899.0,SEPTEMBER,629595.0,7.32,3976304.0,AMAN
PAPUA BARAT DAYA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,3122736.0,SEPTEMBER,629595.0,4.96,2493141.0,RENTAN
PAPUA BARAT DAYA,2025,H Transportasi dan Pergudangan,AGUSTUS,3181558.0,SEPTEMBER,629595.0,5.05,2551963.0,AMAN
PAPUA BARAT DAYA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2697077.0,SEPTEMBER,629595.0,4.28,2067482.0,RENTAN
PAPUA BARAT DAYA,2025,J Informasi dan Komunikasi,AGUSTUS,6164638.0,SEPTEMBER,629595.0,9.79,5535043.0,AMAN
PAPUA BARAT DAYA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4460691.0,SEPTEMBER,629595.0,7.09,3831096.0,AMAN
PAPUA BARAT DAYA,2025,"M,N Jasa Perusahaan",AGUSTUS,4401129.0,SEPTEMBER,629595.0,6.99,3771534.0,AMAN
PAPUA BARAT DAYA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4325070.0,SEPTEMBER,629595.0,6.87,3695475.0,AMAN
PAPUA BARAT DAYA,2025,P Jasa Pendidikan,AGUSTUS,3567839.0,SEPTEMBER,629595.0,5.67,2938244.0,AMAN
PAPUA BARAT DAYA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3656038.0,SEPTEMBER,629595.0,5.81,3026443.0,AMAN
PAPUA BARAT DAYA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,3176755.0,SEPTEMBER,629595.0,5.05,2547160.0,AMAN
PAPUA BARAT DAYA,2025,Total,AGUSTUS,3837947.0,SEPTEMBER,629595.0,6.1,3208352.0,AMAN
PAPUA,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,3702570.0,SEPTEMBER,502801.0,7.36,3199769.0,AMAN
PAPUA,2025,B Pertambangan dan Penggalian,AGUSTUS,4856000.0,SEPTEMBER,502801.0,9.66,4353199.0,AMAN
PAPUA,2025,C Industri Pengolahan,AGUSTUS,4942013.0,SEPTEMBER,502801.0,9.83,4439212.0,AMAN
PAPUA,2025,D Pengadaan Listrik dan Gas,AGUSTUS,6169643.0,SEPTEMBER,502801.0,12.27,5666842.0,AMAN
PAPUA,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,4305836.0,SEPTEMBER,502801.0,8.56,3803035.0,AMAN
PAPUA,2025,F Konstruksi,AGUSTUS,4027445.0,SEPTEMBER,502801.0,8.01,3524644.0,AMAN
PAPUA,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,4007967.0,SEPTEMBER,502801.0,7.97,3505166.0,AMAN
PAPUA,2025,H Transportasi dan Pergudangan,AGUSTUS,3858197.0,SEPTEMBER,502801.0,7.67,3355396.0,AMAN
PAPUA,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2706006.0,SEPTEMBER,502801.0,5.38,2203205.0,AMAN
PAPUA,2025,J Informasi dan Komunikasi,AGUSTUS,4042799.0,SEPTEMBER,502801.0,8.04,3539998.0,AMAN
PAPUA,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,7042557.0,SEPTEMBER,502801.0,14.01,6539756.0,AMAN
PAPUA,2025,"M,N Jasa Perusahaan",AGUSTUS,3937959.0,SEPTEMBER,502801.0,7.83,3435158.0,AMAN
PAPUA,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,5128804.0,SEPTEMBER,502801.0,10.2,4626003.0,AMAN
PAPUA,2025,P Jasa Pendidikan,AGUSTUS,3683659.0,SEPTEMBER,502801.0,7.33,3180858.0,AMAN
PAPUA,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3896079.0,SEPTEMBER,502801.0,7.75,3393278.0,AMAN
PAPUA,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2899547.0,SEPTEMBER,502801.0,5.77,2396746.0,AMAN
PAPUA,2025,Total,AGUSTUS,4426645.0,SEPTEMBER,502801.0,8.8,3923844.0,AMAN
PAPUA SELATAN,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,4685930.0,SEPTEMBER,450134.0,10.41,4235796.0,AMAN
PAPUA SELATAN,2025,C Industri Pengolahan,AGUSTUS,3156243.0,SEPTEMBER,450134.0,7.01,2706109.0,AMAN
PAPUA SELATAN,2025,D Pengadaan Listrik dan Gas,AGUSTUS,3729948.0,SEPTEMBER,450134.0,8.29,3279814.0,AMAN
PAPUA SELATAN,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,3731429.0,SEPTEMBER,450134.0,8.29,3281295.0,AMAN
PAPUA SELATAN,2025,F Konstruksi,AGUSTUS,3937978.0,SEPTEMBER,450134.0,8.75,3487844.0,AMAN
PAPUA SELATAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2624043.0,SEPTEMBER,450134.0,5.83,2173909.0,AMAN
PAPUA SELATAN,2025,H Transportasi dan Pergudangan,AGUSTUS,5146361.0,SEPTEMBER,450134.0,11.43,4696227.0,AMAN
PAPUA SELATAN,2025,I Penyediaan Akomodasi dan Makan Minum,AGUSTUS,2718148.0,SEPTEMBER,450134.0,6.04,2268014.0,AMAN
PAPUA SELATAN,2025,J Informasi dan Komunikasi,AGUSTUS,6604964.0,SEPTEMBER,450134.0,14.67,6154830.0,AMAN
PAPUA SELATAN,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,4331109.0,SEPTEMBER,450134.0,9.62,3880975.0,AMAN
PAPUA SELATAN,2025,"M,N Jasa Perusahaan",AGUSTUS,4607137.0,SEPTEMBER,450134.0,10.24,4157003.0,AMAN
PAPUA SELATAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4461943.0,SEPTEMBER,450134.0,9.91,4011809.0,AMAN
PAPUA SELATAN,2025,P Jasa Pendidikan,AGUSTUS,4632099.0,SEPTEMBER,450134.0,10.29,4181965.0,AMAN
PAPUA SELATAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,3769842.0,SEPTEMBER,450134.0,8.37,3319708.0,AMAN
PAPUA SELATAN,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2845447.0,SEPTEMBER,450134.0,6.32,2395313.0,AMAN
PAPUA SELATAN,2025,Total,AGUSTUS,4264963.0,SEPTEMBER,450134.0,9.47,3814829.0,AMAN
PAPUA TENGAH,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,2902392.0,SEPTEMBER,662158.0,4.38,2240234.0,RENTAN
PAPUA TENGAH,2025,B Pertambangan dan Penggalian,AGUSTUS,9791755.0,SEPTEMBER,662158.0,14.79,9129597.0,AMAN
PAPUA TENGAH,2025,C Industri Pengolahan,AGUSTUS,4657542.0,SEPTEMBER,662158.0,7.03,3995384.0,AMAN
PAPUA TENGAH,2025,D Pengadaan Listrik dan Gas,AGUSTUS,6522003.0,SEPTEMBER,662158.0,9.85,5859845.0,AMAN
PAPUA TENGAH,2025,"E Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",AGUSTUS,8596509.0,SEPTEMBER,662158.0,12.98,7934351.0,AMAN
PAPUA TENGAH,2025,F Konstruksi,AGUSTUS,5120291.0,SEPTEMBER,662158.0,7.73,4458133.0,AMAN
PAPUA TENGAH,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,3638459.0,SEPTEMBER,662158.0,5.49,2976301.0,AMAN
PAPUA TENGAH,2025,H Transportasi dan Pergudangan,AGUSTUS,4224670.0,SEPTEMBER,662158.0,6.38,3562512.0,AMAN
PAPUA TENGAH,2025,J Informasi dan Komunikasi,AGUSTUS,3758780.0,SEPTEMBER,662158.0,5.68,3096622.0,AMAN
PAPUA TENGAH,2025,K Jasa Keuangan dan Asuransi,AGUSTUS,9243617.0,SEPTEMBER,662158.0,13.96,8581459.0,AMAN
PAPUA TENGAH,2025,"M,N Jasa Perusahaan",AGUSTUS,6526785.0,SEPTEMBER,662158.0,9.86,5864627.0,AMAN
PAPUA TENGAH,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4600774.0,SEPTEMBER,662158.0,6.95,3938616.0,AMAN
PAPUA TENGAH,2025,P Jasa Pendidikan,AGUSTUS,3745161.0,SEPTEMBER,662158.0,5.66,3083003.0,AMAN
PAPUA TENGAH,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,4160470.0,SEPTEMBER,662158.0,6.28,3498312.0,AMAN
PAPUA TENGAH,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,3820089.0,SEPTEMBER,662158.0,5.77,3157931.0,AMAN
PAPUA TENGAH,2025,Total,AGUSTUS,4808336.0,SEPTEMBER,662158.0,7.26,4146178.0,AMAN
PAPUA PEGUNUNGAN,2025,"A Pertanian, Kehutanan dan Perikanan",AGUSTUS,1769571.0,SEPTEMBER,942805.0,1.88,826766.0,KRITIS
PAPUA PEGUNUNGAN,2025,C Industri Pengolahan,AGUSTUS,2761446.0,SEPTEMBER,942805.0,2.93,1818641.0,KRITIS
PAPUA PEGUNUNGAN,2025,F Konstruksi,AGUSTUS,4773837.0,SEPTEMBER,942805.0,5.06,3831032.0,AMAN
PAPUA PEGUNUNGAN,2025,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",AGUSTUS,2879016.0,SEPTEMBER,942805.0,3.05,1936211.0,RENTAN
PAPUA PEGUNUNGAN,2025,H Transportasi dan Pergudangan,AGUSTUS,3123529.0,SEPTEMBER,942805.0,3.31,2180724.0,RENTAN
PAPUA PEGUNUNGAN,2025,"M,N Jasa Perusahaan",AGUSTUS,2045263.0,SEPTEMBER,942805.0,2.17,1102458.0,KRITIS
PAPUA PEGUNUNGAN,2025,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",AGUSTUS,4984667.0,SEPTEMBER,942805.0,5.29,4041862.0,AMAN
PAPUA PEGUNUNGAN,2025,P Jasa Pendidikan,AGUSTUS,4370497.0,SEPTEMBER,942805.0,4.64,3427692.0,RENTAN
PAPUA PEGUNUNGAN,2025,Q Jasa Kesehatan dan Kegiatan Sosial,AGUSTUS,4185124.0,SEPTEMBER,942805.0,4.44,3242319.0,RENTAN
PAPUA PEGUNUNGAN,2025,"R,S,T,U Jasa Lainnya",AGUSTUS,2409399.0,SEPTEMBER,942805.0,2.56,1466594.0,KRITIS
PAPUA PEGUNUNGAN,2025,Total,AGUSTUS,3941546.0,SEPTEMBER,942805.0,4.18,2998741.0,RENTAN
